分组,类别,名称,机构,语言,地区,读法,梯队,出口,每周条数,提供什么,本机核查,生产机核查,防护,入口地址,备用入口,备注,id
二、指南共识：循证机构与学会,指南与学会,美国神经病学学会 AAN 指南,American Academy of Neurology,en,US,列表页,P1,直连,1,AAN 临床实践指南与体系评价（癫痫、卒中、痴呆、MS 等）,page-ok,page-ok,,https://www.aan.com/practice/guidelines,,服务端渲染列表；全文多在 Neurology 期刊侧。,aan-guidelines
二、指南共识：循证机构与学会,指南与学会,美国儿科学会 AAP 政策与指南,American Academy of Pediatrics,en,US,列表页,P1,直连,2,AAP 政策声明、临床报告与临床实践指南的发布入口,page-ok,page-ok,,https://www.aap.org/en/policy/,,本页服务端渲染可解析；AAP 的期刊平台（Silverchair）对数据中心 IP 一律挑战。,aap-policy
二、指南共识：循证机构与学会,指南与学会,美国妇产科医师学会 ACOG 临床指导,American College of Obstetricians and Gynecologists,en,US,列表页,P2,直连,1,Practice Bulletin、Committee Opinion 等 ACOG 临床指导文件,page-ok,page-ok,,https://www.acog.org/clinical/clinical-guidance,https://www.acog.org/clinical/journals-and-publications/practice-bulletins,⚠ /clinical/clinical-guidance 会 302 到 Coveo 搜索页（#f:@selectedcontenttype=[Practice Bulletin]），结果由脚本渲染，初始 HTML 无条目。,acog-clinical-guidance
二、指南共识：循证机构与学会,指南与学会,美国重症医学会 SCCM 指南,Society of Critical Care Medicine,en,US,列表页,P1,直连,1,SCCM 指南与「拯救脓毒症运动」(Surviving Sepsis Campaign) 文件的发布入口,page-ok,page-ok,,https://www.sccm.org/clinical-resources/guidelines,https://www.sccm.org/survivingsepsiscampaign,服务端渲染但条目与导航混排，解析时需限定正文容器；无逐条日期。,sccm-guidelines
二、指南共识：循证机构与学会,指南与学会,欧洲重症医学会 ESICM 指南与共识,European Society of Intensive Care Medicine,en,EU,列表页,P1,直连,1,ESICM 指南、共识声明与联合文件,page-ok,page-ok,,https://www.esicm.org/resources/guidelines-consensus-statements/,,/guidelines/ 会 301 到本地址；页面服务端渲染带日期。,esicm-guidelines
二、指南共识：循证机构与学会,指南与学会,医脉通 临床指南,医脉通 Medlive,zh,CN,列表页,P2,暂无,25,中外指南与专家共识的中文聚合：标题、发布机构、发布日期（含大量中华医学会分会共识）,failed,failed,,https://guide.medlive.cn/,https://guide.medlive.cn/guideline/list,⚠ curl/无头 HTTP 客户端会陷入 301/302 循环（连续 50 跳仍未落地），但真实浏览器可正常打开：2026-09-21 用 Playwright 打开首页，拿到「最新指南」列表（如《肾结石内科管理中国指南（2026版）》，2026-09-20 发布）。正文下载多数需登录/VIP，只取标题与元数据。,medlive-guidelines-cn
二、指南共识：循证机构与学会,指南与学会,梅斯医学 临床指南,梅斯医学 MedSci,zh,CN,列表页,P1,直连,30,中外指南/共识的中文条目流，带发布日期与科室分类（?s_id= 可按科室细分）,page-ok,page-ok,,https://www.medsci.cn/guideline/search,https://www.medsci.cn/guideline/search?s_id=5,注意入口：/guideline 与 /guideline/index.do 只是频道页（列表由脚本渲染、实测浏览器里也只有导航），真正带条目的是 /guideline/search —— 服务端渲染，探测当天最新条目日期 2026-09-21。,medsci-guidelines-cn
二、指南共识：循证机构与学会,指南与学会,国际实践指南注册与透明化平台 PREPARE,国际实践指南注册与透明化平台（兰州大学循证医学中心）,zh,CN,开放接口,P0,直连,20,全球（以中文指南为主）指南注册记录：中英文标题、制订机构、类型、目标人群、分期与注册时间,api-ok,api-ok,,https://www.guidelines-registry.cn/api/registration/guide/?page=1&page_size=20,https://www.guidelines-registry.org/api/registration/guide/?page=1&page_size=20 | https://www.guidelines-registry.cn/api/news/article/?page=1&page_size=10,网页是 Vue SPA（直连 HTML 只有 1.5KB 空壳），此 REST 接口是它自己调用的公开接口：无需鉴权，按 created 倒序，count 探测当天 8603。两点提醒：(1) 结果里混有 stage=draft 的未提交记录，应按 stage/status 过滤；(2) 返回体带有 contact_email/contact_phone 等个人信息，入库前必须丢弃这些字段。,prepare-guideline-registry
二、指南共识：循证机构与学会,指南与学会,中国临床肿瘤学会 CSCO 动态,中国临床肿瘤学会 CSCO,zh,CN,列表页,P1,直连,2,CSCO 学会动态：指南会通知与日程、年会与 BOC 会议、指南巡讲等,page-ok,page-ok,,https://www.csco.org.cn/cn/nlist.aspx?cids=158,https://www.csco.org.cn/cn/index.aspx,⚠ 官网没有公开的「指南列表」页：导航里的「指南浏览」指向人卫商城。本行抓的是 CSCO动态（服务端渲染，标题＋[YYYY-MM-DD]）。,csco-news
二、指南共识：循证机构与学会,指南与学会,中华医学会 学会动态,中华医学会,zh,CN,列表页,P1,直连,8,中华医学会及其专科分会的学术动态、会议与文件通知,page-ok,page-ok,,https://www.cma.org.cn/col/col14/index.html,https://www.cma.org.cn/col/col128/index.html,官网没有独立的「指南/共识」栏目；col14=学会动态、col128=重要通知，两者都是服务端渲染的「标题＋日期」列表。,cma-society-news
二、指南共识：循证机构与学会,指南与学会,中国医师协会 通知公告,中国医师协会,zh,CN,列表页,P1,直连,3,中国医师协会通知公告：规范/共识发布、专科培训与行业政策,page-ok,page-ok,,https://www.cmda.net/tzgg11/index.jhtml,https://www.cmda.net/,站点为 jhtml 静态页，服务端渲染「标题＋日期」；协会没有专门的指南栏目。,cmda-announcements
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,Retraction Watch 撤稿观察,The Center for Scientific Integrity,en,US,订阅源,P0,直连,10,撤稿、学术不端调查、论文工厂与期刊除名的独立报道,feed-ok,feed-ok,,https://retractionwatch.com/feed/,,探测当天最新 2026-09-19；其撤稿数据库已并入 Crossref（见 crossref-retractions 行），两者互补：这里是叙事，那里是结构化数据。,retraction-watch
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,Crossref 撤稿与更正数据接口,Crossref,en,INT,开放接口,P0,直连,80,按存缴时间倒序的撤稿/更正/关注声明记录，含被撤论文 DOI、期刊、日期,api-ok,api-ok,,https://api.crossref.org/works?filter=update-type:retraction&sort=deposited&order=desc&rows=20,https://api.crossref.org/works?filter=update-type:correction&sort=deposited&order=desc&rows=20 | https://api.crossref.org/works?filter=update-type:expression-of-concern&sort=deposited&order=desc&rows=20,礼貌用法：请求里带 mailto=（Polite Pool）可获得更稳定的配额。update-type 还可换 'retraction'/'correction'/'expression-of-concern'。,crossref-retractions
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,EQUATOR Network 报告规范,"EQUATOR Network (UK EQUATOR Centre, University of Oxford)",en,UK,订阅源,P1,直连,0,CONSORT/PRISMA/STROBE 等报告规范的新版与新清单、在研规范列表,feed-ok,feed-ok,,https://www.equator-network.org/feed/,https://www.equator-network.org/library/reporting-guidelines-under-development/,⚠ feed 可用但明显停更：探测当天最新一条 2025-11-03（321 天前）；/news/ 已 404。接入时建议主用 under-development 列表页做差分。,equator-network
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,PubPeer 同行评议后讨论,PubPeer Foundation,en,US,列表页,P2,直连,100,对具体论文的质疑（图片重复、统计不一致、数据可疑），多数撤稿的第一现场,page-ok,page-ok,,https://pubpeer.com/,,⚠ 首页 HTTP 200 但只有 8 个锚点，正文由脚本渲染；/rss、/static/rss 均 404，没有公开 feed。,pubpeer
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,Statistical Thinking（Frank Harrell）,"Frank E. Harrell Jr., Vanderbilt University",en,US,订阅源,P0,直连,1,临床研究统计方法的长文：分类化的危害、贝叶斯设计、非劣效、生存分析常见错误,feed-ok,feed-ok,,https://www.fharrell.com/index.xml,https://discourse.datamethods.org/latest.rss,Hugo 站点的全量 RSS（2.2MB，20 条全文）；探测当天最新 2026-08-18。,statistical-thinking-harrell
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,"Statistical Modeling, Causal Inference, and Social Science（Gelman）","Andrew Gelman, Columbia University",en,US,订阅源,P0,直连,10,统计推断与可重复性批评：p 值滥用、forking paths、研究可信度个案剖析,feed-ok,feed-ok,,https://statmodeling.stat.columbia.edu/feed/,,探测当天最新 2026-09-20，近 7 天 12 条，更新很密。,statistical-modeling-gelman
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,datamethods 讨论社区,datamethods.org（Frank Harrell 等发起）,en,INT,订阅源,P1,直连,8,临床试验设计、贝叶斯、估计目标(estimand)、诊断研究等具体问题的公开技术讨论,feed-ok,feed-ok,,https://discourse.datamethods.org/latest.rss,https://discourse.datamethods.org/top.rss,Discourse 标准 feed；探测当天最新 2026-09-19。,datamethods-forum
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,Cochrane Methods 方法学动态,Cochrane Methods Groups,en,INT,列表页,P1,直连,0,Cochrane 方法学组动态：RoB 2、ROBINS-I、GRADE 实施、RevMan 新方法（如随机效应模型）,page-ok,page-ok,,https://methods.cochrane.org/news,https://www.cochrane.org/learn,⚠ 页面服务端渲染、带日期，但更新很慢：探测当天最新一条 2025-04-11。training.cochrane.org/feed 已 301 到 cochrane.org/learn（无 feed）。,cochrane-methods-news
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,ICMJE 国际医学期刊编辑委员会,International Committee of Medical Journal Editors,en,INT,列表页,P1,直连,0,ICMJE《推荐规范》（Uniform Requirements）年度更新、作者身份与利益冲突规则的变动,page-ok,page-ok,,https://www.icmje.org/news-and-editorials/,https://www.icmje.org/recommendations/,按年份归档的静态列表（服务端渲染）；一年通常只有 1–2 条（最近：2026 年 1 月更新推荐规范）。,icmje-news
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,COPE 出版伦理委员会,Committee on Publication Ethics,en,UK,列表页,P2,云端浏览器,2,出版伦理指引、案例裁决(Case Taxonomy)、论文工厂与同行评议造假的应对建议,blocked,blocked,cloudflare,https://publicationethics.org/news,https://publicationethics.org/guidance,⚠ 全站 Cloudflare 挑战：/news 与首页对本机均 403（Attention Required）。,cope-publication-ethics
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,JAMA 统计与方法学指南（合辑）,JAMA Network,en,US,开放接口,P1,直连,2,JAMA 的方法学短文系列：每篇讲一个方法（目标试验模拟、竞争风险、工具变量…）并配一篇实例论文,api-ok,api-ok,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=20&sort=pub+date&datetype=edat&reldate=60&term=%22JAMA+Guide+to+Statistics+and+Methods%22,https://jamanetwork.com/collections/5958/guide-to-statistics-and-methods,JAMA 站点本身被 Cloudflare 挡（collections 页探测当天 403，且 /rss/collection_*.xml 不存在），故改用 PubMed E-utilities 按系列名短语检索——这是按栏目而非按期刊 TOC 取，不与期刊源重复；探测当天 60 天内命中 16 篇。,jama-guide-statistics-methods
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,《国际期刊预警名单》（中科院文献情报中心）,中国科学院文献情报中心 期刊分区表团队,zh,CN,列表页,P2,暂无,0,年度《国际期刊预警名单》的发布公告与历年名单（2020/2021/2023/2024/2025）,failed,failed,,https://earlywarning.fenqubiao.com/README.md,https://earlywarning.fenqubiao.com/_sidebar.md | https://www.fenqubiao.com/,站点是 docsify（HTML 只是空壳，内容全在 .md 文件里）：直接抓 README.md（「最新动态」区）做差分最省事，verifier 因为返回的是 text/md 而判 failed，实际 200 且内容完整。分区表正站 www.fenqubiao.com 需登录，不作为端点。,cas-journal-early-warning-list
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与科研诚信,国家自然科学基金委 科研不端案件处理决定,国家自然科学基金委员会 监督委员会,zh,CN,列表页,P1,直连,0,逐批公布的科研不端案件处理结果（点名到人与单位，含撤销项目、追回经费、通报批评）,page-ok,page-ok,,https://www.nsfc.gov.cn/p1/2812/2816/cljd.html,https://www.nsfc.gov.cn/p1/2812/2817/gzdt11.html,⚠ verifier 判 failed 只因它的锚点启发式（链接文字嵌套在子元素里，数到 0 个锚点）；页面确是服务端渲染的「标题＋日期」列表，探测当天最新「案件通报（2026年第2批）」2026-08-28。每年约 2 批。,nsfc-misconduct-decisions
